000,39,6.0,77516.0,13,3,9.0,4,1,1,2174,0,40
001,50,2.0,83311.0,13,1,5.0,3,1,1,0,0,13
002,38,1.0,215650.0,9,2,7.0,4,1,1,0,0,40
003,53,1.0,234720.0,7,1,7.0,3,5,1,0,0,40
004,28,1.0,338410.0,13,1,6.0,1,5,2,0,0,40
005,37,1.0,284580.0,14,1,5.0,1,1,2,0,0,40
006,49,1.0,160190.0,5,6,3.0,4,5,2,0,0,16
007,52,2.0,209640.0,9,1,5.0,3,1,1,0,0,45
008,31,1.0,45781.0,14,3,6.0,4,1,2,14084,0,50
009,42,1.0,159450.0,13,1,5.0,3,1,1,5178,0,40
010,37,1.0,280460.0,10,1,5.0,3,5,1,0,0,80
011,30,6.0,141300.0,13,1,6.0,3,2,1,0,0,40
012,23,1.0,122270.0,13,3,9.0,2,1,2,0,0,30
013,32,1.0,205020.0,12,3,4.0,4,5,1,0,0,50
014,40,1.0,121770.0,11,1,2.0,3,2,1,0,0,40
015,34,1.0,245490.0,4,1,11.0,3,3,1,0,0,45
016,25,2.0,176760.0,9,3,10.0,2,1,1,0,0,35
017,32,1.0,186820.0,9,3,8.0,6,1,1,0,0,40
018,38,1.0,28887.0,7,1,4.0,3,1,1,0,0,50
019,43,2.0,292180.0,14,2,5.0,6,1,2,0,0,45
020,40,1.0,193520.0,16,1,6.0,3,1,1,0,0,60
021,54,1.0,302150.0,9,4,3.0,6,5,2,0,0,20
022,35,4.0,76845.0,5,1,10.0,3,5,1,0,0,40
023,43,1.0,117040.0,7,1,11.0,3,1,1,0,2042,40
024,59,1.0,109020.0,9,2,1.0,6,1,2,0,0,40
025,56,5.0,216850.0,13,1,1.0,3,1,1,0,0,40
026,19,1.0,168290.0,9,3,2.0,2,1,1,0,0,40
027,54,,180210.0,10,1,,3,2,1,0,0,60
028,39,1.0,367260.0,9,2,5.0,4,1,1,0,0,80
029,49,1.0,193370.0,9,1,2.0,3,1,1,0,0,40
030,23,5.0,190710.0,12,3,13.0,4,1,1,0,0,52
031,20,1.0,266020.0,10,3,4.0,2,5,1,0,0,44
032,45,1.0,386940.0,13,2,5.0,2,1,1,0,1408,40
033,30,4.0,59951.0,10,1,9.0,2,1,1,0,0,40
034,22,6.0,311510.0,10,1,3.0,3,5,1,0,0,15
035,48,1.0,242410.0,7,3,8.0,6,1,1,0,0,40
036,21,1.0,197200.0,10,3,8.0,2,1,1,0,0,40
037,19,1.0,544090.0,9,7,9.0,1,1,2,0,0,25
038,31,1.0,84154.0,10,1,4.0,3,1,1,0,0,38
039,48,2.0,265480.0,12,1,6.0,3,1,1,0,0,40
040,31,1.0,507880.0,5,1,8.0,3,1,1,0,0,43
041,53,2.0,88506.0,13,1,6.0,3,1,1,0,0,40
042,24,1.0,172990.0,13,1,1.0,3,1,1,0,0,50
043,49,1.0,94638.0,9,4,9.0,6,1,2,0,0,40
044,25,1.0,289980.0,9,3,7.0,4,1,1,0,0,35
045,57,4.0,337900.0,13,1,6.0,3,5,1,0,0,40
046,53,1.0,144360.0,9,1,8.0,3,1,1,0,0,38
047,44,1.0,128350.0,14,2,5.0,6,1,2,0,0,40
048,41,6.0,101600.0,11,1,2.0,3,1,1,0,0,40
049,29,1.0,271470.0,11,3,6.0,4,1,1,0,0,43
050,25,1.0,32275.0,10,1,5.0,1,4,2,0,0,40
051,18,1.0,226960.0,9,3,3.0,2,1,2,0,0,30
052,47,1.0,51835.0,15,1,6.0,1,1,2,0,1902,60
053,50,4.0,251580.0,13,2,5.0,4,1,1,0,0,55
054,47,3.0,109830.0,9,2,5.0,4,1,1,0,0,60
055,43,1.0,237990.0,10,1,1.0,3,1,1,0,0,40
056,46,1.0,216670.0,3,1,8.0,3,1,1,0,0,40
057,35,1.0,56352.0,11,1,3.0,3,1,1,0,0,40
058,41,1.0,147370.0,9,1,9.0,3,1,1,0,0,48
059,30,1.0,188150.0,9,1,8.0,3,1,1,5013,0,40
060,30,1.0,59496.0,13,1,4.0,3,1,1,2407,0,40
061,32,,293940.0,4,6,,4,1,1,0,0,40
062,48,1.0,149640.0,9,1,11.0,3,1,1,0,0,40
063,42,1.0,116630.0,16,1,6.0,3,1,1,0,0,45
064,29,1.0,105600.0,10,2,1.0,4,1,1,0,0,58
065,36,1.0,155540.0,9,1,2.0,3,1,1,0,0,40
066,28,1.0,183180.0,10,2,9.0,4,1,2,0,0,40
067,53,1.0,169850.0,9,1,9.0,1,1,2,0,0,40
068,49,3.0,191680.0,10,1,5.0,3,1,1,0,0,50
069,25,,200680.0,10,3,,2,1,1,0,0,40
070,19,1.0,101510.0,10,3,6.0,2,1,1,0,0,32
071,31,1.0,309970.0,13,4,4.0,2,5,2,0,0,40
072,29,2.0,162300.0,13,1,4.0,3,1,1,0,0,70
073,23,1.0,211680.0,10,3,8.0,4,1,1,0,0,40
074,79,1.0,124740.0,10,1,6.0,5,1,1,0,0,20
075,27,1.0,213920.0,9,3,3.0,2,1,1,0,0,40
076,40,1.0,32214.0,12,1,9.0,3,1,1,0,0,40
077,67,,212760.0,6,1,,3,1,1,0,0,2
078,18,1.0,309630.0,7,3,3.0,2,1,2,0,0,22
079,31,5.0,125930.0,4,1,10.0,3,1,1,0,0,40
080,18,1.0,446840.0,9,3,4.0,4,1,1,0,0,30
081,52,1.0,276520.0,13,1,3.0,3,1,1,0,0,40
082,46,1.0,51618.0,9,1,3.0,1,1,2,0,0,40
083,59,1.0,159940.0,9,1,4.0,3,1,1,0,0,48
084,44,1.0,343590.0,9,2,2.0,4,1,2,14344,0,40
085,53,1.0,346250.0,9,2,4.0,2,1,2,0,0,35
086,49,5.0,268230.0,9,1,13.0,3,1,1,0,0,40
087,33,1.0,202050.0,14,1,6.0,3,1,1,0,0,50
088,30,1.0,54334.0,5,3,4.0,4,1,1,0,0,40
089,43,4.0,410870.0,16,3,6.0,4,1,2,0,0,50
090,57,1.0,249980.0,11,1,6.0,3,1,1,0,0,40
091,37,1.0,286730.0,10,2,2.0,6,1,2,0,0,40
092,28,1.0,212560.0,10,2,8.0,6,5,2,0,0,25
093,30,1.0,117750.0,9,1,4.0,1,2,2,0,1573,35
094,34,5.0,226300.0,13,1,13.0,3,1,1,0,0,40
095,29,5.0,115580.0,10,3,7.0,4,1,1,0,0,50
096,48,2.0,191280.0,16,1,6.0,3,1,1,0,1902,60
097,37,1.0,202680.0,10,1,4.0,3,1,1,0,0,48
098,48,1.0,171100.0,12,2,5.0,6,1,2,0,0,40
099,32,4.0,249410.0,9,3,3.0,2,5,1,0,0,40
100,76,1.0,124190.0,14,1,5.0,3,1,1,0,0,40
101,44,1.0,198280.0,13,1,5.0,3,1,1,15024,0,60
102,47,2.0,149120.0,14,3,6.0,4,1,2,0,0,50
103,20,1.0,188300.0,10,3,1.0,2,1,2,0,0,40
104,29,1.0,103430.0,9,3,2.0,4,1,1,0,0,40
105,32,3.0,317660.0,9,1,2.0,3,1,1,7688,0,40
106,17,,304870.0,6,3,,2,1,2,34095,0,32
107,30,1.0,194900.0,7,3,7.0,2,1,1,0,0,40
108,31,5.0,189260.0,9,3,9.0,4,1,2,0,0,40
109,42,1.0,124690.0,9,1,7.0,3,1,1,0,0,40
110,24,1.0,432380.0,13,3,4.0,5,1,1,0,0,40
111,38,1.0,65324.0,15,1,6.0,3,1,1,0,0,40
112,56,2.0,335600.0,9,1,3.0,3,1,1,0,1887,50
113,28,1.0,377870.0,10,1,4.0,1,1,2,4064,0,25
114,36,1.0,102860.0,9,3,8.0,2,1,2,0,0,40
115,53,1.0,95647.0,5,1,7.0,3,1,1,0,0,50
116,56,3.0,303090.0,10,1,4.0,3,1,1,0,0,50
117,49,5.0,197370.0,11,1,2.0,3,5,1,0,0,40
118,55,1.0,247550.0,10,1,4.0,3,1,1,0,0,56
119,22,1.0,102630.0,9,3,2.0,4,1,1,0,0,41
120,21,1.0,199920.0,10,3,3.0,2,1,2,0,0,40
121,40,1.0,118850.0,13,1,5.0,3,1,1,0,0,60
122,30,1.0,77143.0,13,3,5.0,2,5,1,0,0,40
